Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_13,64,E4,0.7422,0.9896,0.5547,0.7396,115
surya_13,71,B4,1.2656,1.6875,0.2891,0.3854,78
surya_13,64,E4,1.3281,1.7708,0.5,0.6667,80
surya_13,71,B4,1.7891,2.3854,0.2891,0.3854,77
surya_13,69,A4,1.9844,2.6458,0.4375,0.5833,97
surya_13,71,B4,2.4141,3.2188,0.3594,0.4792,77
surya_13,69,A4,2.6797,3.5729,0.3281,0.4375,107
surya_13,66,F#4,3.1484,4.1979,0.8203,1.0938,119
