Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_12,64,E4,0.7422,0.9896,0.5547,0.7396,115
surya_12,71,B4,1.2656,1.6875,0.2891,0.3854,78
surya_12,69,A4,1.4922,1.9896,0.4609,0.6146,117
surya_12,71,B4,1.9453,2.5938,0.3203,0.4271,95
surya_12,67,G4,2.2188,2.9583,0.7031,0.9375,92
surya_12,66,F#4,3.1484,4.1979,0.8203,1.0938,119
