Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_11,64,E4,0.9219,1.2292,0.5,0.6667,114
surya_11,71,B4,1.4062,1.875,0.2891,0.3854,101
surya_11,69,A4,1.6328,2.1771,0.4531,0.6042,115
surya_11,71,B4,2.0703,2.7604,0.3359,0.4479,103
surya_11,67,G4,2.3438,3.125,0.7422,0.9896,109
surya_11,69,A4,2.8438,3.7917,0.0781,0.1042,98
surya_11,66,F#4,3.6641,4.8854,0.4688,0.625,113
