Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_4,64,E4,1.6172,2.1562,0.5547,0.7396,116
surya_4,71,B4,2.1328,2.8438,0.2891,0.3854,96
surya_4,69,A4,2.3359,3.1146,0.5,0.6667,104
surya_4,71,B4,2.7969,3.7292,0.3984,0.5312,86
surya_4,67,G4,3.125,4.1667,0.6484,0.8646,85
surya_4,65,F4,3.1328,4.1771,0.0938,0.125,89
