Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_9,64,E4,0.8828,1.1771,0.5938,0.7917,107
surya_9,71,B4,1.4219,1.8958,0.2969,0.3958,97
surya_9,69,A4,1.6562,2.2083,0.4766,0.6354,120
surya_9,71,B4,2.1094,2.8125,0.3906,0.5208,97
surya_9,69,A4,2.3906,3.1875,0.4375,0.5833,101
