Label,Pitch,Note_Name,Start_s,Start_beat,Duration_s,Duration_beat,Velocity
surya_16,64,E4,0.8281,1.1042,0.5312,0.7083,116
surya_16,71,B4,1.3281,1.7708,0.3281,0.4375,56
surya_16,69,A4,1.6016,2.1354,0.4375,0.5833,120
surya_16,71,B4,2.0156,2.6875,0.3281,0.4375,86
surya_16,69,A4,2.2969,3.0625,0.7812,1.0417,108
surya_16,66,F#4,3.0,4.0,0.7734,1.0312,80
